"Lifemojo.com 
"," B2-701, L&T South City, Arekere Mico Layout,Bannerghatta Road",560076, IT- e-commerce/Internet
"KALS Information Systems Pvt Ltd 
"," Rudra Chambers,# 4/1, 4th Main,9th Cross, Malleswaram",560003, IT- e-commerce/Internet
"India Satcom Ltd 
"," 2 Kadugodi Industrial Area, Whitefield",560066, IT- e-commerce/Internet
"Gradfirst 
"," Unit 1 Techllano, 10/1-B, Graphite India Road,Hoodi, Near Whitefield",560048, IT- e-commerce/Internet
"Embitel / DMC India Pvt Ltd 
"," Unit G002, Gamma Block, Sigma Soft-Tech Park (SSTP), Varthur-Hobli",560066, IT- e-commerce/Internet
"Creative Mediapulse Technologies Pvt Ltd 
", 254/15 3Main Mahalakshmi Layout Bangalore,560010, IT- e-commerce/Internet
"Akuate Internet Services Pvt. Ltd(Cricbuzz) 
"," No. 52. 1st Floor, 9th Main, Banashankari II Stage",560070, IT- e-commerce/Internet
"Yahoo Software Development India Pvt Ltd 
"," Torrey Pines  , Embassy Golf Links Business Park, Off Indiranagar  Koramangala Intermediate Ring Road",560071, IT- e-commerce/Internet
"Simplex Solutions Pvt Ltd 
"," 5 th Block, KHB Colony, Koramangala",560034, IT- e-commerce/Internet
"America Online India Pvt Ltd (AOL) 
"," Ballender Outer Ring Road, RMZ Ecospc Compound",560008, IT- e-commerce/Internet
"Xyris Information Technology Pvt Ltd 
"," No: 4, 2nd & 3rd Floor, Diagonally Opp. to Puspanjali Theatre, Dinnur Main Road, R T Nagar",560032, IT- e-commerce/Internet
"Minglebox Communications Pvt Ltd 
"," No.502, 4th Flr, Oxford Towers,139, Kodihalli, Airport Road",560017, IT- e-commerce/Internet
"Four Interactive Pvt Ltd 
"," No.1132, 3rd Floor, 100ft Road, Above Food World, H.A.L II Stage, Indiranagar",560038, IT- e-commerce/Internet
"Amazon India Software Dev Centre Pvt Ltd 
", Cunningham Road,560052, IT- e-commerce/Internet
"Zircast Ltd 
"," No 37, Opp To Toyota Kirloskar, 2nd Phase,indl Area, Jigani",562106, Iron and Steel
"Hothur Arcade 
"," RTO Road, Cantonment,Bellary",583104, Iron and Steel
"Gemini Steel Tubes Ltd 
"," Plot No. 55 KIADB Industrial Area ,Hoskote -",562114, Iron and Steel
"MetLife India Insurance Company Ltd 
"," MetLife India Insurance Company,Brigade Seshamahal,5, Vani Vilas Road,Basavangudi",560004, Insurance
"ING Vysya Life Insurance Company Pvt Ltd 
"," ING Vysya House,5th Floor,22, M.G. Road",560001, Insurance
"Bharti Axa General Insurance Co Ltd 
"," RMZ Infinity, Tower B, 2ndFloor,3 Old Madras Road",560016, Insurance
"NMKRV College 
"," 3rd Block,Jayanagar",560011, Institutes - Schools/Colleges
"National Public School Bangalore 
"," 12 A Main, HAL II Stage",560008, Institutes - Schools/Colleges
"Frank Anthony Public School 
"," 13 Cambridge Road, Ulsoor",560008, Institutes - Schools/Colleges
"Bangalore Medical College 
"," Fort Rd, Nr Kr Mrkt, Kalasipalyam",560002, Institutes - Schools/Colleges
"Vydehi Institute Science Hospital 
"," 82, Nallurahalli, Near BMTC 18th Depot, Whitefield",560066, Institutes - Others/ Universities
"Vittal Mallya Scientific Research Foundation 
"," P B No. 406, K R Road",560064, Institutes - Others/ Universities
"Sri Jayadeva Institute of Cardiology 
"," Jayanagar 9th Block, Bannerghatta Road",560069, Institutes - Others/ Universities
"Rajiv Gandhi University of Health Science 
"," 4th T Block, Jayanagar",560041, Institutes - Others/ Universities
"R.L.Jalappa Industrial Training Institute 
"," Kodige Halli, Doddaballapur",561203, Institutes - Others/ Universities
"Overseas Education 4 You (OE4U) 
"," No.17, Ashriward Towers , Doddanekundi Cross, Marathalli Mahadevpura, Ring Road",560037, Institutes - Others/ Universities
"Banjara Group 
"," No.418, R T Nagar, 1st Crs, 1st Mn Rd, 1st Blk",560032, Institutes - Others/ Universities
"Integer Education 
"," #548/1, 2nd Floor, Shetty Towers, C.M.H Road, Indiranagar",560038, Institutes - Others/ Universities
"Regional Institute Of English South India 
", Jananabharati Campus,560056, Institutes - Others/ Universities
"National Institute of Animal Nutrition and Physiology (NIANP) 
", Adugodi,560030, Institutes - Others/ Universities
"Kuvenpu University 
"," Jnana Sahyadri, Shankaraghatta, Shimoga",577451, Institutes - Others/ Universities
"Institute of Bioinformatics and Applied Biotechnology 
"," G-05, Tech Park Mall, International Technology Park, Whitefield Road",560066, Institutes - Others/ Universities
"Indian Statistical Institute, Mysore 
"," 8th Mile, Mysore Road, RVCE Post",560059, Institutes - Others/ Universities
"Indian Plywood Industries Research & Training Institute 
"," P.B. No. 2273, Tumkur Road",560022, Institutes - Others/ Universities
"Army Institute of Fashion & Design 
"," ITI B Area, Doorvani Nagar, Old Madras Road",560016, Institutes - Others/ Universities
"Animaster 
"," 301, Uniworth Plaza,20 Sankey Road,Sadashivnagar",560020, Institutes - Others/ Universities
"Reva Institute of Technology 
"," Kattigenahalli, Jala Hobli, Bagalur Cross, Yelahanka,",560064, Institutes - Management
"MATS School of Business and IT 
"," MATS Tower, 319, 17Cross, 25 Main 6 Phase, J PNagar",560078, Institutes - Management
"Institute of Business Management and Technology 
"," #298,100 Feet Ring Road, 4th Phase, 7th Block Extension, Banashankari 3rd Stage",560085, Institutes - Management
"Indian Business Academy 
"," Lakshmipura, Thataguni Post, Kanakapura Main Road",560062, Institutes - Management
"Xavier Institute of Management & Entrepreneurship Bangalore 
"," Electronics City, Phase II, Hosur Road",560100, Institutes - Management
"St. Joseph s College of Business Administration 
"," 18, F.M. Cariappa Road",560025, Institutes - Management
"Pes Institute Of Technology & Management 
"," 50 Feet Road, Hanumanthnagar, B.S.K. 1st stage",560050, Institutes - Management
"OHIO University Christ College Academy for Management Education 
"," 4th Floor, PU Block, Christ College Campus, Hosur Road",560029, Institutes - Management
"Mahaveer Academy Of Technology & Sciences 
"," MATS Tower, 319, 17Cross,25 Main 6 Phase, J PNagar",560078, Institutes - Management
"Institute of Hotel Management Bangalore 
"," S.J. Polytechnic Campus, Seshadri Road,",560001, Institutes - Management
"College of Advanced Technology Studies 
"," 30, RBANMS Post-Centenary Silver Jubilee Building, Dickenson Road",560042, Institutes - Management
"CMR Group of Institutions 
"," 2, 3rd  C Cross, 6th A Main, HRBR Layout, 2nd Block",560043, Institutes - Management
"Bharati Vidya Bhawans M.P Birla Institute of Management 
"," Associate Bharatiya Vidya Bhavan, #43, Race Course Road",560001, Institutes - Management
"Army Institute of Hotel Management & Catering Technology 
"," Nagareshwara Nagenahalli, Kothanur Post",560077, Institutes - Management
"Alliance Business Academy 
"," 19th Cross, 7th Main, N S Palya, BTM 2nd Stage",560076, Institutes - Management
"Acharya Institute of Management & Sciences 
"," 1st Cross, 1st Stage Peenya Industrial Area",560058, Institutes - Management
"Academy of Business Management, Tourism & Research 
"," Garvebhavipalaya,Opp. HTMT, Hosur Main Road",560068, Institutes - Management
"SBMJC   Center for Management Studies 
"," 1/1-1, Atria Towers, Palace Road",560001, Institutes - Engineering
"Insitute of Business Management & Research 
"," 44,IBMR House, 6th Cross, Wilson Garden, Hosur Main Road",560027, Institutes - Engineering
"Global Academy of Technolgy 
"," Rajarajeshwari Nagar, Ideal Home Township",560098, Institutes - Engineering
"CMR Institute of Technology 
"," 132 AECS Layout, IT Park Road",560037, Institutes - Engineering
"Atria Institute of Technology 
"," Askv Campus, 1st Mn Rd,ags Clny, Anandnagar",560024, Institutes - Engineering
"The Institution of Engineering and Technology 
"," S-622, South Block, Manipal Centre, 47, Dickenson Road",560042, Institutes - Engineering
"Siesta Hospitality Services Pvt. Ltd 
"," 17 / 7, Ali Asker Road, Off Cunningham Road",560025, Hotels / Resorts
"Prism Properties ( Prism Group) 
"," 194, Akruthi Chambers, 3rd Floor, Double Road, Indiranagar",560038, Hotels / Resorts
"Ista Hotels 
"," Ulsoor, 1/1 Swami Vivekananda Road",560008, Hotels / Resorts
"Eagleton   The Golf Resort 
"," Chamuneshwari Build Tech Pvt Ltd,No.2438, Kumara Krupa, 9th Main,Banashankari 2nd Stage,",560070, Hotels / Resorts
"Brigade Homestead Serviced Residences 
"," 82, 2nd floor, Hulkul Brigade Centre, Next to Bangalore Club, Lavelle Road",560001, Hotels / Resorts
"Atria Hotel 
"," P.B. # 5089,1, Palace Road",560001, Hotels / Resorts
"Ashraya International Hotel 
", 149 Infantry Road,560001, Hotels / Resorts
"HummingBird Suites India Pvt Ltd 
"," 32/1, 16th Main, HAL Stage,IndiraNagar,100 ft Road,Behind Reebok Showroom",560032, Hotels / Resorts
"Zuri Hotels & Resorts 
"," Agni Block, Salarpuria GR Tech Park Whitefield Road",560048, Hotels / Resorts
"Hotel Windsor Sheraton & Towers 
", 25 Golf Course Road,560001, Hotels / Resorts
"Royal Orchids Hotels 
"," 1, Golf Avenue,Adjoining KGA golf Course",560008, Hotels / Resorts
"Mac Charles India 
"," 28 Sankey Road, PB No 174",560052, Hotels / Resorts
"Vivus Hospital 
"," Daswal Road, Opp. Basappa Theatere, Medikeri",571201, Hospitals/Healthcare
"Vivus Bhagwan Mahaveer Jain Heart Centre(Vivus Group) 
"," Millers Tank Bund Road, Vasanth Nagar",560052, Hospitals/Healthcare
"Vitalis Healthcare Pvt. Ltd 
"," 203-205, 2nd Floor, K.V.Plaza, Green Glen,Layout, Sarjapur Outer Ring Road, Belandur",560103, Hospitals/Healthcare
"Sunayana Eye Hospital 
"," No. 1156, 26 th Main, 4 th Block, Jayanagar (Opp. 4 th Block Bus Depot)",560041, Hospitals/Healthcare
"St.Philomenas Hospital 
"," No.1, Mother Theresa Road, Viveknagar P.O",560047, Hospitals/Healthcare
"Sri Rajashree Caterers 
"," No 70,Ist Floor,Laxmi Temple Road,Koramangala",560095, Hospitals/Healthcare
"Sis Ortho Pvt Ltd 
"," No. 13, Cunningham Road, 406, 2 nd Floor, West Minister",560052, Hospitals/Healthcare
"Shree Dhanvantari Ayurveda Hospital 
"," 1033, 4th  M  block, Near Rajajinagar Entrance Dr. Rajkumar Road, Behind Ramkumar Mill",560010, Hospitals/Healthcare
"Sagar Hospital 
"," #44/54, 30th Cross, Tilaknagar, Jayanagar Extension",560041, Hospitals/Healthcare
"Northside Hospital and Diagnostic Center 
"," 8, 60 FT Road, G Block, Sahakaranagara",560092, Hospitals/Healthcare
"Mahaveer Eye Group 
"," 2, Sirur Park Road, Seshadripuram",560020, Hospitals/Healthcare
"Mahabodhi Mallige Hospital 
"," T. Mariappa Road, I Block, Jayanagar",560011, Hospitals/Healthcare
"Evoma 
"," 14, Bhattarahalli,Near Garden City College,Old Madras Road, K R Puram",560049, Hospitals/Healthcare
"Bangalore Institute of Oncology 
"," HCG Towers, #8, P.Kalinga Rao Road, Sampangi Ram Nagar",560027, Hospitals/Healthcare
"IBA Health India Pvt Ltd 
"," Salarpuria Softzone 6th Floor, Office 2 Block A, B  Wing, Sarjapur Outer Ring Road",560037, Hospitals/Healthcare
"Herbalife International India Pvt Ltd 
"," # 14, Vaswani Wishire, Commissariat Road",560025, Hospitals/Healthcare
"Columbia Asia Hospital Pvt. Ltd. 
"," The Icon, #8, 80 Feet Raod,HAL III Stage, Indiranagar",560075, Hospitals/Healthcare
"Wockhardt Hospital & Heart Institute 
"," 14, Cunningham Road",560052, Hospitals/Healthcare
"Wipro G E Medical Systems Ltd 
"," No.4,Industrial Area",560067, Hospitals/Healthcare
"The Vydehi Institute of Medical Sciences and Research Centre 
"," 82, Nallurahalli, Near BMTC 18th Depot, Whitefield",560066, Hospitals/Healthcare
"Manipal Cure and Care Pvt Ltd 
"," Manipal Towers, #14, 5th floor, Airport road",560008, Hospitals/Healthcare
"Railway Recruitment Board (RRB), Bangalore 
"," 18, Millers Road",560046, Govt/Defence/Embassies
"Karnataka State Police 
"," Carlton House, Palace Road",560001, Govt/Defence/Embassies
"Karnataka Road Development Corporation Ltd 
"," 16/J, Miller Tank Bed Area, Thimmaiah Road Cross, Behind Ambedkar Bhavan",560052, Govt/Defence/Embassies
"High Court of Karnataka 
", Cubbon Road,560001, Govt/Defence/Embassies
"Enviormental Management & Policy Research Institute (EMPRI) 
"," Hasiru Bhavana, Doresanipalya Forest campus, Vinayakanagara Circle, J. P. Nagar, 5th Phase",560076, Govt/Defence/Embassies
"Centre for Liquid Crystal Research 
"," P.B. No. 1329, Prof.U. R. Rao Road, Jalahalli",560013, Govt/Defence/Embassies
"Laa Jewellery Pvt Ltd 
"," Laabh Division, Batavia Chambers, Shiva Nanda Circle, Kumara Park(E)",560001, Gems /Jewelleries/Watches
"Times Of Lord Pvt Ltd (Breitling) 
"," No.82,the Presidency, St Marks Road",560001, Gems /Jewelleries/Watches
"South India Watch Industries Pvt Ltd 
"," #665, 1st Floor, 11th Main HAL 2nd stage, Indiranagar",560008, Gems /Jewelleries/Watches
"Carbon Accessories Ltd 
"," 5, 2nd floor, Bhavana Plaza,Bhuvannappa Layout,Hosur-Dairy Circle road,opp - The Forum Mall",560029, Gems /Jewelleries/Watches
"C.Krishniah Chetty & Sons 
"," No 2/1, Main Guard Cross Road, 3rd Floor",560001, Gems /Jewelleries/Watches
"Abharan Jewellers 
"," 192, Mahalaxmi Layout,West of Chord Road,Opp ISKCON",560086, Gems /Jewelleries/Watches
"Rajesh Exports Ltd 
"," 4, Batavia Chambers, Kumara Krupa Road, Kumara Park East",560001, Gems /Jewelleries/Watches
"Silktex International Ltd 
"," 23-29,St Marks Road",560001, Garment / Textiles/ Accessories
"Karnataka State Handicrafts Dev Corp Ltd 
", 45 M G Road KSHD Ltd Complex,560001, Garment / Textiles/ Accessories
"Texport Overseas 
", 86 D Industrial Suburb II Stage Yeshwanthpur,560022, Garment / Textiles/ Accessories
"Pratistha Overseas Pvt Ltd 
", 14/1  Ist Floor Seva Kshetra Kalidas Road  Ist Main 6th Cross Gandhinagar,560009, Garment / Textiles/ Accessories
"Pitamber Creation India Pvt Ltd (Alan Paine) 
"," No.30 B , 2nd Phase, Peenya Industrial Estate, Peenya",560058, Garment / Textiles/ Accessories
"PGC Sourcing India Pvt Ltd 
"," 296/1, Naik Towers,1st Floor, 1st Main, 1st Block,Jakkasandra Extension, Koramangala",560034, Garment / Textiles/ Accessories
"Pasari Spinning Mills Ltd 
"," 746/10, 7th Cross, 12th Main Road, Hanumanthanagar",560019, Garment / Textiles/ Accessories
"Madura Coats Ltd 
"," No.144, Subharam Cplx,Mg Road",560001, Garment / Textiles/ Accessories
"Go Go International 
"," No. 6, KHB Industrial Area,Second Cross, Opp Wheel & Axle Plant,Yelahanka",560064, Garment / Textiles/ Accessories
"Chamundi Textiles  Ltd 
", B-206 Brigade Majestic   No.26  1st Main Road  Gandhi Nagar,560009, Garment / Textiles/ Accessories
"Arvind Brands Ltd 
"," Du Parc Trinity, 8th Floor, 17, M. G. Road",560001, Garment / Textiles/ Accessories
"Gokaldas Exports Ltd 
"," 70,Mission Road,P.B. No. 2717",560027, Garment / Textiles/ Accessories
"Indus Fila Ltd 
"," #107, Industrial Suburb, 2 nd Stage, Yeshwantpur",562123, Garment / Textiles/ Accessories
"Himatsingka Seide Ltd 
"," 10/24 Kumara Kurpa Road, High Grounds",560001, Garment / Textiles/ Accessories
"Snowman Frozen Foods Ltd 
"," No.424,6th Cross, 4th Main, OMBR Layout, Banaswadi",560043, Food Processing/ Beverages
"Nandus Instant Foods Pvt Ltd 
"," BNo 172 Kavilaxmi Shah Road, VV Puram",560041, Food Processing/ Beverages
"KDB Sugars & Distillers Ltd(Karnataka Brewereis & Distilleries Pvt Ltd) 
"," No.17, Nr Bda, Sankey Road",560020, Food Processing/ Beverages
"Gemini Distilleries Pvt Ltd 
"," No.124,1st Flr, 10th Crs,1st Stage, Indiranagar",560038, Food Processing/ Beverages
"Devon Plantations & Industries Ltd 
", Empire infantry 29  Infantry Road,560001, Food Processing/ Beverages
"U B Global Corporation 
"," Level 15, Canberra, UB City, #24 Vittal Mallya Road",560001, Food Processing/ Beverages
"Nilgiris Merchanised Bakery Pvt Ltd 
", New No 15 Rest House Cross Cersent Rode Opp Canra Bank,560025, Food Processing/ Beverages
"MTR Foods Ltd 
"," 4, 17th Cross, KR Road, BSK 2nd stage",560070, Food Processing/ Beverages
"John Distilleries Ltd 
"," 110, Pantharapalya, Mysore Road",560039, Food Processing/ Beverages
"Food Division(ITC) 
", Pulikeshinagar,560005, Food Processing/ Beverages
"United Spirits Ltd 
"," UB Tower, 24, Vittal Mallya Road",560001, Food Processing/ Beverages
"United Breweries Ltd(UB Group) 
"," UB Tower, 24, Vittal Mallya Road",560001, Food Processing/ Beverages
"United Breweries Holdings Ltd 
"," UB Tower, 24, Vittal Mallya Road",560001, Food Processing/ Beverages
"UB Spirits Ltd 
"," UB Tower, 24, Vittal Mallya Road",560001, Food Processing/ Beverages
"Tata Coffee Ltd 
"," 57, Brigade point, Railway Parallel Road, Kumara Park West",560020, Food Processing/ Beverages
"Millennium Beer Industries Ltd(Mallya Group) 
", 5th floor 100/1 Richmond Road,560025, Food Processing/ Beverages
"McDowell Holdings Ltd 
"," No. 24, Vittal Mallya Road",560001, Food Processing/ Beverages
"Khoday India Ltd 
"," Brewery House, 7th Mile, Kanakapura Road",560062, Food Processing/ Beverages
"JT International India Pvt Ltd 
"," 3rd Floor, Raheja Paramount, 138, Residency Road",560025, FMCG
"Spices Trading Corporation Ltd(STCL Ltd) 
"," No. 166/2, 13th Main Road, Vasanthanagar",560052, FMCG
"Karnataka Soaps & Detergents Ltd 
", P. B. No. 5531  Poona - Bangalore High Way  B-560086,560055, FMCG
"Himalaya Herbal Healthcare 
", Makali,562123, FMCG
"Britannia Industries Ltd(Wadia Group) 
"," Britannia Gardens, Airport Road (old), Vimanapura",560017, FMCG
"Viedea Capital Advisors Pvt Ltd 
"," Kalpavruksha Residency, 55/1 ,2nd Floor, 17th Cross,Malleswaram",560003, Financial Services
"Unitus Equity Fund 
"," No. 9/3, Kaiser-E-Hind,1st Floor, Richmond Road",560025, Financial Services
"Nadathur Holdings and Investments Pvt. Ltd 
"," 278/23, 3rd Floor, 10th Main,T.Mariappa Road, 2nd Block,Jayanagar,",560011, Financial Services
"Moksha Yug Access Ltd 
"," 29, Prestige Meridian II,No. 309, Level 3,M.G, Road",560 001, Financial Services
"Aries Overseas 
"," 138, 9th Main Fort Road Cross, C Board Layout",560024, Financial Services
"Thomson Financial India 
"," Pinnacle,  15, Bahai s Bhavan Road",560025, Financial Services
"Sequoia Capital India Pvt Ltd 
"," RMZ Millenia Tower A, 11th Floor , Murphy , Ulsoor",560008, Financial Services
"Inventus Advisory Services India Pvt Ltd 
"," 507, 4th Floor, Oxford Towers,139, Airport Road,",560008, Financial Services
"Intel India Pvt Ltd 
"," 136, Airport Road",560017, Financial Services
"ePlanet International India Pvt Ltd 
"," 202 B Rear, 3 rd Floor, Sobha Alexander Plaza, 16/1, Commissariat Road",560001, Financial Services
"Accion International 
"," No. 9/3, Kaiser-E-Hind,  3rd Floor,Richmond Town",560025, Financial Services
"UTI Ventures 
"," Concorde Block,16th Floor, UB City,24 Vittal Mallya Road",560001, Financial Services
"Ojas Ventures Partners 
"," 772, 3rd Floor, 80 Ft. Road,4th Block Koramangala,Opposite Umerkot Restaurant",560034, Financial Services
"Karnataka State Co operative Apex Bank Ltd 
"," No.1,  Uthunga , Pampa Mahakavi Road, Charmrajpet",560018, Financial Services
"Helion Ventures Pvt Ltd 
"," First Floor, Pine Valley, Embassy Golflinks Business Park, Koramangala Intermediate Ring Road",560071, Financial Services
"Can Fin Homes Ltd 
"," No.29/1, Sir M.N.Krishna Rao Road Basavanagudi",560004, Financial Services
"Allegro Advisors Pvt Ltd 
"," C Block, Silicon Terraces, 30/1 Hosur Main Road,Koramangla",560095, Financial Services
"Miracle Exports Pvt Ltd 
"," No 65/2,1st Floor, Kamakshipalaya Industrial Estate Magadi Road",560079, Export Houses
"Balanoor Plantations & Industries Ltd 
"," No.29,3rd Flr,empire Infantry, Infantry Road",560001, Export Houses
"The Evershine Group 
", 15 Vittal Mallya Road,560001, Export Houses
"Pushpam Florabase 
"," 1st Blk,byrasandra East, Jayanagar",560011, Export Houses
"K Mohan & Company (Exports) Registered 
"," 2nd Cross	Begur Road,Bommanahalli",560068, Export Houses
"Indus Textiles Ltd 
"," No.2 , Service Road ,G.G Palya",560022, Export Houses
"HMT Ltd 
"," 59, Bellary Road",560032, Export Houses
"Darsh Group 
"," 3/19, 2nd Cross, Wheelar Road, Sindhi Colony, Frazer Town",560005, Export Houses
"Weir Engineering Service India Ltd 
"," No.61/2b, Havalahalli, Virgonagar",560049, Engineering
"Unique Instruments & Manufacturers Pvt Ltd 
"," N0. 423, Peenya Industrial Area,IV Phase, 3rd Main,11th Cross Road,",560058, Engineering
"TRC Engneering India Pvt Ltd 
"," No 6/A, Amit Plaza, J.P. Nagar 3rd Phase,Bannerghatta Road",560076, Engineering
"Simulation Designs India Pvt Ltd 
"," Shed No: 20 A / 2, 1st Phase, Peenya Industrial Area",560058, Engineering
"Parallel Track Engineering Co Pvt LTd 
"," 37/1 Singasandra,6th main,Hosur Main Road",560068, Engineering
"Magal machine tools & Accessories Pvt Ltd 
"," Shop No. 5 & 6, 1st Floor, KSSIDC Special Plot #19, Peenya Industrial Estate, 1st Stage, Near TVS Cross",560058, Engineering
"Macmet Technologies Pvt  Ltd 
"," 108, Gavipuram Guttahalli,  Off bull Temple Road",560019, Engineering
"Konar Engineering Services 
"," B-45,Electronics City Phase I,Hosur Road",560100, Engineering
"Kateel Engneering Industry Pvt Ltd 
"," 223, 80 Feet Outer Ring Road,Nagarbhavi 6th Block,2nd Stage",560072, Engineering
"Iotek Fasteners & Engineering Co. 
"," No. 64/3, K.R. Puram to Hoody Road, Next to Greenview Apartments (Near Krishna Community Hall), Ayyappa Nagar",560036, Engineering
"Integrated Design and Engineering (Geneva Innovations International) 
"," #82, Research Centre II, Vydehi Campus, EPIP Area,  Whitefield",560066, Engineering
"Harita TVS Technologies Ltd 
"," Ozon, No.10, 3rd Main Road, Ashwini Layout, Ejipura",560047, Engineering
"Gina Engineering Company Pvt Ltd 
"," No. 330, Double Road, next To Bank Of Baroda, 1 st Stage Indiranagar",560038, Engineering
"Aktis Engneering Solutions 
"," No. 3, Ist Floor, JNR Plaza, Garvi Pallaya Near HTMT Road",560068, Engineering
"Aetos Design & Engineering Pvt Ltd 
"," 3072, 10th Cross, 11th MainHAL 2nd Stage, Indiranagar,",560008, Engineering
"ABCON Eng & Systems Pvt Ltd 
"," 505-506 Brigade Towers, 135 Brigade Road",560025, Engineering
"Syratron Marketing Pvt Ltd 
"," 203, Copper Arch 83, Infantry Road",560001, Engineering
"Spraying Systems (India) Pvt Ltd 
"," Plot No. 303 & 304, 4th Phase, 5th Main,2nd Cross, Peenya Indl Area",560058, Engineering
"SCHUNK India 
"," 80 B, Yeshwanthpur Industrial Suburbs",560022, Engineering
"Rotary MEC Engineering India Pvt Ltd 
"," No. 1 Discoverer Building, International Tech Park 9th Floor, Whitefield Road",560066, Engineering
"Powersoft Global Solutions Ltd 
"," 58, 1st Floor, HMT Layout, RT Nagar",560032, Engineering
"Nordson India Pvt Ltd 
"," 143A, Bommasandra Industrial Area",560099, Engineering
"Krber Schleifring GmbH India 
"," No. 99, Spencer Road,First Floor,Frazer Town",560005, Engineering
"Infradem Engineering India Pvt Ltd 
"," 210,  Ebony  7/1, Eagle Street CrossHosur Road, Langford Town,",560025, Engineering
"IHS India 
"," #132/133, 2nd Floor ,Yamlur Post, Off Airport Road Divyasree Technopolis ,",560037, Engineering
"ETA Engineering Pvt. Ltd 
"," B 36,  ETA House,  ITI Ancellary,  Industrial Area,  Whitefield Road,  Mahadev Pura Post",560071, Engineering
"Desmet Chemfood Engineering Pvt Ltd 
"," De Smet House,NITON, Block",560001, Engineering
"CSE Systems & Engineering (I) Pvt Ltd 
"," 101, Prestige Center Point, Level-1, No-7, Edwrad Road",560001, Engineering
"Arvinmeritor India Pvt Ltd 
"," No.69,almeen Towers,2nd Flr, Nr Lalbagh Mn Gate, Hosur Road",560030, Engineering
"Anritsu Pte Ltd 
"," 3rd Floor, Shri Lakshminarayan Niwas, 2726, 80 ft Road, HAL 3rd Stage",560075, Engineering
"Valdel Group 
"," 4A, Nitesh Broadway, M.G.Road",560001, Engineering
"United Precision Engineers Pvt Ltd 
"," No.70, Indl Suburb, 2nd Stg,Tumkur Rd, Yeshwanthpur",560022, Engineering
"Suprajit Engineering Ltd 
"," 100,Bommasandra Industrial Estate Area",560099, Engineering
"QuEST Machining and Manufacturing Pvt Ltd 
"," No. 7&13, 21/2 Bhattarahalli, 14th Km, Old Madras Road",560049, Engineering
"John Fowler India Ltd 
"," Plot No. 6& 6P, Hosur Road",560099, Engineering
"Iliyaash Group 
"," No.254,1st Flr,mary Nilya, 5th Mn, Ganganagar",560032, Engineering
"Celstream Technologies Ltd 
"," Prestige Blue Chip, Block II, 9, Hosur Road",560029, Engineering
"Bharat Electronics Ltd(BEL) 
"," Outer Ring Road, Nagavara",560013, Engineering
"Bharat Earth Movers Ltd(BEML) 
"," Beml Soudha, 23/1, 4th Main, S.R.Nagar",560027, Engineering
"BBIPL Infrastructure (India) Pvt. Ltd. 
"," # 2/2, 2nd Floor, CB Royale,Dr. Rajkumar Road, Rajajinagar, 3rd Block",560010, Engineering
"3M India Ltd 
", 3m India Concorde Block UB City NO 24 Vittal Mallya Road,560001, Engineering
"Tektronix India 
"," Tek Tower, Hayes Road.",560025, Electrical/Electronics
"Technospark Industries Pvt Ltd 
"," 1341,KAVALBYRASANDRA (NEAR AMB, MEDICAL COLLEGE)",560032, Electrical/Electronics
"Sierra Electrotech India Pvt Ltd 
"," 177/6B, 4th Floor, Ashraya Ornate, Bilekahalli, Bannerghatta Road",560076, Electrical/Electronics
"Resistor Manufacturing Company Ltd 
"," No.2, Nr MS Ramaiah Engineering College,Gokula Extn, Msr Indl Est, New Bel Road",560054, Electrical/Electronics
"Protocol Solution Pvt Ltd 
"," 985, 4th Cross, 1st A Main Road, Near Mahalakshmi saw mill / BDA Park, New Thippasandra",560075, Electrical/Electronics
"NSP Electronics Ltd (UTL Group) 
"," # 52/1/2/3, 53/1 Virgonagar Industrial Estate, Virgonagar Post",560049, Electrical/Electronics
"Nisiki Yatyue Electric Ltd 
"," 523A, Priya Chambers DR Rajkumar Road Rajajinagar",560010, Electrical/Electronics
"Multipak Electronics I Pvt Ltd 
"," No. 1 to 4, Kothanur Dinne Main Road, Jambhu Savari Dinne, Bannerghatta Road",560076, Electrical/Electronics
"Kingsly Instrumentation & Communication Pvt Ltd 
"," 11,Ist Floor,14th Cross,2nd Block,R.T Nagar",560032, Electrical/Electronics
"Integrated Elcectric Co Pvt Ltd 
"," P.B. NO. 5888,Plot No. 497-A, IV Phase,Peenya Industrial Area,",560058, Electrical/Electronics
"GVR Electronics Pvt Ltd 
"," No.74, Whitefield, 3rd Crs, Epip",560066, Electrical/Electronics
"Greensol Power Systems Pvt Ltd 
"," Plot No.-995, Service Road, RPC Layout, Vijaynagar",560040, Electrical/Electronics
"Epoch Instruments & Controls Pvt Ltd 
"," No.Mig-132,1st Flr, Khb Clny, Basaveshwaranagar, 2nd Stg, 80ft Rd",560079, Electrical/Electronics
"Eltel Systems Pvt Ltd 
"," No.311,Embassy Centre, Cresent Road",560001, Electrical/Electronics
"Dearborn Electronics(India) Pvt. Ltd.. 
"," 687, 16th Main, 4th T Block,Jayanagar",560041, Electrical/Electronics
"Archana Component n Systems (Archana Group) 
"," # 39/3, IInd Floor, Kanakapura Main Road,BSK IInd Stage",560070, Electrical/Electronics
"AMPS Electrical Facility Services Pvt Ltd 
"," 25/1,1st cross, Sampige road,Malleshwaram,",560003, Electrical/Electronics
